Complaint,Tags
"I sent a letter and have yet to receive a response. Unfortunately, I was the victim of identity theft. I have done everything required of me by law to dispute the fraudulent items on my credit report. I sent a letter to "" ALLY FINANCIAL '' on XX/XX/2014 via USPS certified mail. The company refuses to honor my rights under the FDCPA & the FCRA as a victim of identity theft to remove the fraudulent inquiry that was submitted without my knowledge, consent and/or authorization. 

Please find attached the notice that was sent out along with the attached certified receipt. Information can be tracked online using referenced information. Thank you for you time and attention regarding the matter. 
","refuse, remove, fraud, inquiry, identity, theft"
"I sent a letter and have yet to receive a response. Unfortunately, I was the victim of identity theft. I have done everything required of me by law to dispute the fraudulent items on my credit report. I sent a letter to "" CBNA '' on XX/XX/2014 via XXXX certified mail. The company refuses to honor my rights under the FDCPA & the FCRA as a victim of identity theft to remove the fraudulent inquiry that was submitted without my knowledge, consent and/or authorization. 

Please find attached the notice that was sent out along with the attached certified receipt. Information can be tracked online using referenced information. Thank you for you time and attention regarding the matter. 
","refuse, remove, fraud, inquiry, identity, theft"
"The loan was originally with ECMC. I consolidated the loan to my fedloan account back in XXXX of last year. XXXX confirms that the consolidation was completed and that a check for XXXX was sent to ECMC on XXXX. ECMC turned the loan over to XXXX after they had receieved tha payoff from XXXX ( Acount NUmber XXXX ). I have worked with XXXX, ECMC and XXXX to in an attempt to resolve the issue. XXXX indicated that it is up to me to get ECMC to turnover the funds from XXXX to them, XXXX is indicating that they have reached out to ECMC to get them to return the funds but have not been successful to date. I can not afford to pay both XXXX and XXXX for the loan. ECMC needs to return the funds to XXXX so they can pay XXXX. 
","loan, payoff, received, fund, not returned"
"Not only do they continuously call all day every day, the manager gets an attitude with me saying "" I would n't recommend you to my worst enemy '' and threatens to take legal action. He said he 's going to pull up my record and see how many verbal commitments I 've broken. I am XXXX pregnant and he was being so rude and really getting me shook up. My husband gets on the phone and he tells my husband that "" its ok, my wife was psycho too when she was pregnant ''!! He mocked me like a child and Itold him that wwas n't very professional. Something needs to be done. He verbally attacked me, threatened me, and harrassed me. 
","harassment, call, threat, legal, action"
"I sent a letter and have yet to receive a response. Unfortunately, I was the victim of identity theft. I have done everything required of me by law to dispute the fraudulent items on my credit report. I sent a letter to "" Carvant Financial LLC '' on XX/XX/2014 via USPS certified mail. The company refuses to honor my rights under the FDCPA & the FCRA as a victim of identity theft to remove the fraudulent inquiry that was submitted without my knowledge, consent and/or authorization. 

Please find attached the notice that was sent out along with the attached certified receipt. Information can be tracked online using referenced information. Thank you for you time and attention regarding the matter. 
","refuse, remove, fraud, inquiry, identity, theft"
"I sent a letter and have yet to receive a response. Unfortunately, I was the victim of identity theft. I have done everything required of me by law to dispute the fraudulent items on my credit report. I sent a letter to "" American Credit Acceptance '' on XX/XX/2014 via USPS certified mail. The company refuses to honor my rights under the FDCPA & the FCRA as a victim of identity theft to remove the fraudulent inquiry that was submitted without my knowledge, consent and/or authorization. 

Please find attached the notice that was sent out along with the attached certified receipt. Information can be tracked online using referenced information. Thank you for you time and attention regarding the matter. 
","refuse, remove, fraud, inquiry, identity, theft"
"This company continues to report on my credit report after I sent them a letter telling them that this account was not mine and I have no idea what it is or who it belongs to! 

I asked for proof of a signed contract, I asked for a license to collect in my state, I asked for copies of all information referenced for this debt and still to date, I have not received anything but harassment from this company! 

THIS IS NOT MY DEBT! 

I WANT THIS ACCOUNT REMOVED FROM MY CREDIT REPORT AND THIS COMPANY TO STOP CONTACTING ME IMMEDIATELY! 
","continues, report, credit, debt, not mine"
"I received a complaint in XX/XX/XXXX from Midland Funding LLC assignee of XXXX Bank XXXX. I answered the complaint to state it was not me. The matter was dismissed. Again now in XX/XX/XXXX I have another complaint from Midland Funding LLC assignee of XXXX Bank XXXX. I had to spend money again to answer the complaint and I have to miss a day to spend it in court. I want them to stop sending me these complaints. 
","dismiss, complaint, receive, again"
"Paypal XXXX XXXX has continued to call my workplace and harass me AFTER I have specifically told them to DO NOT CALL MY EMPLOYEE ever again! Our receptionist is also a witness that they continue to call and this needs to stop. It is very disruptive to my job and against our company policy! 
","stop, continue, harass, call"
"The phone number calls me at least XXXX times a day everyday, then starts to call me from a different phone number right after the XXXX call. They never leave message. XXXX call is always around XXXX and I get calls all through out the day with NEVER any message. When I look up the number it says it is a collection agency CBE Group. 
","everyday, call, different, numbers"
"This company continues to report on my credit report after I sent them a letter telling them that this account was not mine and I have no idea what it is or who it belongs to! 

I asked for proof of a signed contract, I asked for a license to collect in my state, I asked for copies of all information referenced for this debt and still to date, I have not received anything but harassment from this company! 

THIS IS NOT MY DEBT! 
","continues, report, credit, debt, not mine"
"Covington Credit in XXXX, Tx. has called me on a constant basis everyday to collect on a loan payment. Given my struggle to repay this debt, the manager told me that she can not take "" partial payments '' because she has to report this to her corporate office. This company has even made personal visits to my house attempting to collect and leaving letters with my children to give to me. 
","struggle, repay, debt, denied, partial, payment"
"I have contacted Equifax over XXXX times concerning this issue ; they say that I am being verified electronically however I informed them that the information is incorrect and that I was not in FL when the supposed medical bills occured. They refuse to remove the negative info from my credit report. All of the other credit agencies have removed these doctor bills as the company couldnt prove conclusively it was me. Equifax is refusing to cooperate. This has been going on for over a year. 
","incorrect, information, refused, remove, reported, info"
"On XX/XX/XXXX it came to my attention that XXXX payments made on XX/XX/XXXX ( {$350.00} ) and XX/XX/XXXX ( {$350.00} ) had not posted to my Navient account. I submitted an online request for assistance. I received an email back saying they had not received the payments and to please send a copy of the bank statements. I immediately ( same day ) attached copies of the payments from my bank and emailed them back. I did not hear back from Navient. On XX/XX/XXXX I called Navient to follow up. They said they had no record of my email and asked me to fax the documents to them, which I did that same day, XX/XX/XXXX. After not hearing back again, I called on XX/XX/XXXX at XXXX and was told they received the fax but did n't not have any record of the payments. I asked to speak with a supervisor ( XXXX ). XXXX told me she would submit an inquiry to XXXX XXXX since they were probably lost in the transfer of my loan from XXXX XXXX to Navient and to check my account in XXXX weeks. After payments we still not posted, I called again on XX/XX/XXXX and asked to speak with a Supervisor ( XXXX at XXXX ). XXXX said the information I submitted was not sufficient and they need the Electronic Fund Transfer ( EFT ) numbers. I informed her my bank does not have access to EFT numbers but I had submitted copies of the payments that included the confirmation of payment numbers. I asked to speak with a supervisor and the call was disconnected by them ( I called from a land line ). Navient has never followed up with me, they did not send confirmation of receipt of my email or fax, nor did they ever reach out to me to let me know the status of my claim. They have never contacted me to help resolve the missing payments, even after hearing back from XXXX XXXX on XXXX XXXX. I am writing to ask for your help. I 'm not sure what else I can do. I have copies of my bank statements showing the payments, Payment detail receipts showing confirmation numbers and a log of my contact with Navient. 

Thank you, XXXX 
","loan, payment, transfer, lost"
"This company continues to report on my credit report after I sent them a letter telling them that this account was not mine and I have no idea what it is or who it belongs to! 

I asked for proof of a signed contract, I asked for a license to collect in my state, I asked for copies of all information referenced for this debt and still to date, I have not received anything but harassment from this company! 
","continues, report, credit, debt, not mine"
"I disputed an account. I received a response stating that it was deleted. I had someone pull a tri-merge credit report on my after receiving the results, and the account was still on my credit with the credit bureau that stated it was deleted. 
","credit, report, show, deleted, account"
"XXXX charged me a termination fee in error. XXXX turned this over to a collection agency for collection. XXXX has reversed the charges but the collection agency keeps trying to collect it. I have contacted XXXX numerous times. They said as soon as I dispute the charges then they will send a letter to the collection agency. Please help!! 
","fee, error, reversed,agency, trying, collect"
"Navy federal credit union is attempting to contact not just me but finding ways to contact my family after I have asked them not to contact me after XXXX as I am at work. They have taken it to the point of contacting not just me but my wife 's XXXX father, my grandparents, and my father after I have provided them no phone numbers but my own and stated do not call any numbers but mine 
","credit, union, attempt, contact, family"
"XXXX of XXXX and XXXX NJ is coming after me for a debt we went to Supreme Court In XXXX XXXX NY in XX/XX/XXXX. THEY were not awarded the judge ent and they are also a third party collector for a debt that goes back to XX/XX/XXXX? 
They sent me another letter this week demanding all my personal info including banking, car and mortgage! I was horrified and did not provide it to them! 
What should I do??? 
","debt, collector, demand, personal, info"
"Someone opened XXXX XXXX XXXX Uverse accounts using my personal information. The locations were not even in the state where I live. 
","use, personal, information, open, account"
"XXXX XXXX from Cavalry Portfolio Services called for XXXX XXXX, another tenant in my building. She refused to give a contact phone number and disconnected when I insisted. 
","another, tenant, refuse, give, contact"
"Incessant phone calls are coming in to cellphone number XXXX from General Service Bureau ( GSB ) out of XXXX Nebraska. Phone calls to a 'cellphone ' is a violation of the Telephone Consumer Protection Act ( "" TCPA '' ) 47 U.S.C. Section 227 ( a ) ( 1 ) based on the fact that under the TCPA it shall be unlawful for any person or entity to make any call ( other than an emergency ) or prior expressed ( written ) consent of the called party, using any automatic telephone dialing system or artificial or pre-recorded voice. Consumer has NOT given ( written or verbal ) permission for entity to call consumer. If after the agency is notified that consumer does not wish to receive calls and the agency continues to do so the agency can be sanctioned in the amount of {$500.00} dollars to {$1500.00} dollars per each violation there after. Consumer is making this report with your agency as consumer wishes all phone calls to 'CEASE ' immediately!!!! 
","incessant, call, cease, immediately"
"This is from a disputed debt back in 1993. It has been sold and resold. I have called them and they continue to attempt collection. 
","continue, attempt, collection, dispute, debt"
"Phone call was received, the medical debt collection agency identified themself as a law firm. No statement regarding this debt has been received and when asked for information he said he would forward it to the attorney. He continued to say this when asked for more information regarding this debt. And he said this XXXX times. He spoke to a spouse regarding this debt, which without prior authorization from me, the patient, I feel is a violation of XXXX. The caller was hostile, threatening and vague. When explained that there was no difficulty in paying the debt once we had received verification of their company, he continued to refuse to agree to send us any information in writing regarding this debt. 
","refuse, send, information, regarding, debt"
"I called and asked Navient to stop robo calling me and my cosigner 's phone number because I was XXXX days late on my XXXX. I told them what date I would be making a payment and tell me that because it is an automatic dialer they can not stop the harassing phone calls. 

I just want them to stop calling. Can I get some assistance with that? 
","stop, harassing, call, automatic, dialer"
"I get calls from "" XXXX '' about debt collection. I have no debt and no outstanding loans. The number they call from is XXXX and I am supposed to leave a message for XXXX XXXX or XXXX. I have left numerous messages to please stop calling me and I am on the "" do not call '' list and I have blocked this number, but I STILL keep on getting calls from them. 
","no, debt, still, getting, calls"
"Debt collector is consistently calling on private cell phone. Did mail request to discontinue calls and they continue, at my expense. 
","debt, collector, consant, call, my expense"
"called and said they have been trying to contact me and will take matters in their own hands. 
","call, try, conact, matter, own hands"
"XXXX THIS WAS NEVER A CHRGE OFF, ACCT WAS PAID IN FULL AND I HAVE MY TITLE TO MY XXXX - NOT MY ACCOUNT. I AM NOT ON THE APPLICATION I WAS LISTED AS AN AUTHORIZED XXXX - NOT MY ACCOUNT. I AM NOT ON THE APPLICATION I WAS LISTED AS AN AUTHORIZED USER 
","account, paid, not, authorized, user"
"I have been called numerous times in the past couple months. Each time I say yes I want to take care of any outstanding debts but I would like more information on who is contacting me. They just say they are working with the collection agency. Now I am being contacting by a XXXX XXXX and she said I have XXXX and I am going to be summoned at work or at home for fraud and breaking a contract. She gave me a case number. I called the court house in my county and I do not have any charges against me and that the court house does not issue a case # with out having it in the system. The courts said it is a scam 
","scam, contact, summoned, fraud, charges"
"XX/XX/XXXXXXXX XXXX, California. XXXXXXXXConsumer Loan InvestigationTo whom it may concern, When you are ready to review the documents for this loan, we will mail copies upon your request. These loan documents have a timeline from XXXX XXXX through XXXX XXXX. Last monthly payment XXXX XXXX, XXXX the XXXX XXXX loan documents, written communications with loan company, and dealer information are available for review. There are XXXX loan purchase documents for this vehicle. XXXX for the loan company and XXXX for the dealership. A XXXX statement of the amount of this loan was sent by mail with a different amount owed. This vehicle loan was paid off in full on XXXX XXXX, XXXX the total amount due was XXXX the loan company stated that a check in the amount of XXXX was required to pay off the loan as there was additional charges. A check was written and mailed to the loan company with a letter requesting that upon receipt of final payment to contact parties and respond with a written reply of receipt and forwarding of documentation to parties. As of the date of this letter ICG FIN FUND LP aka 101 Auto Funding XXXX XXXX XXXX XXXX XXXX, California have not sent a confirmation. We have contacted parties by phone On XXXX XXXX, XXXX and XXXX XXXX, XXXX and spoke with XXXX XXXX who stated that she did receive the letter and check on XXXX XXXX, XXXX posted to the account XXXX XXXX, XXXX deposited to the bank on the XXXX XXXX, XXXX. As well as processing the XXXX notification to clear title of vehicle and that XXXX XXXX should receive a copy in the mail. XXXX XXXX again requested written notification of the receipt from XXXX XXXX by phone and she stated that she would send an email to XXXXXXXXXXXX to confirm that she did receive the documents required to pay off loan. XXXX XXXX has not received an email as requested. XXXX XXXX has not received the title signed off by lien holder in the mail to transfer to the XXXX. The California twenty day requirement of receipt of documents has not been adhered to by the loan company. XXXX XXXX, XXXX a request for the title signed by 101 Auto Funding LLC releasing their right of lien on the vehicle was sent certified return receipt XXXX. XXXX XXXX XXXX XXXX. This was recommended by the XXXX as they have no notification on record. If there is any other information that you require please contact at the email above or call XXXX please leave a phone number and contact person and I will return your call. 

XXXX issue is the company XXXX requesting that they be paid on this loan after they were informed on XXXX XXXX, XXXX and XXXX XXXX, XXXX by written notice as well as phone conversations regarding the matter and were informed to contact the true lien holder 101 Auto Funding LLC XXXX XXXX regarding any questions they might have, as their purchase of the loan was invalid. And this loan was paid in full. This company still believes that they are entitled to the loan on this vehicle and are moving forward with attempts to collect the loan or the vehicle. 
","unable, setup, payment, without, information"
"I was contacted by this collector ( not the original lending company ) stating that I owed money to the original lender. I asked for more information on the matter, including a letter in the mail and was informed that the original lender had already sent XXXX letters since 2011 and that 's all they are required to do. They stated that the original lender would take legal action if I did not take care of this matter today. I told them I was unable to setup any sort of payment without more information on this loan. I have tried looking everywhere and ca n't find anything on the original company so I have nowhere to contact. The man gave me until XXXX today and I did call back before yet got his voicemail. This entire thing sounds XXXX and I do n't know all the laws of this type of situation but I did n't think what he was claiming ( the time-table ) was correct or lawful. 
","unable, setup, payment, without, information"
"I have no knowledge of this collection and it does not report on the other bureaus. I have disputed it previously and requested verification of the debt but it has reappeared and contributed to a recent denial of credit. 
","denial, credit, reappeared, debt, verification"
"my credit card debt of {$830.00} was sent to United Recovery Systems. After constant harassment in the form of multiple phones calls at odd hours of the day, they offered me a settlement deal of {$410.00} and was told to secured the deal by giving them my bank account number so they can do a direct draft of $ 50 monthly. I agreed to the settlement but rather opted to pay them with a cheque and also promised to pay the rest of the settlement as soon as my income tax refund is received. 
I made the first {$50.00} payment and immediately they received the cheque they turned around and told me the amount will go towards the balance of {$830.00} and then they can not offer me the settlement. I therefore feel that they have breeched the agreement they had with me and also taken my money. 
","breeched, settlement, agreement, taken, money"
"my credit card debt of {$830.00} was sent to XXXX XXXX XXXX. After constant harassment in the form of multiple phones calls at odd hours of the day, they offered me a settlement deal of {$410.00} and was told to secured the deal by giving them my bank account number so they can do a direct draft of $ XXXX monthly. I agreed to the settlement but rather opted to pay them with a cheque and also promised to pay the rest of the settlement as soon as my income tax refund is received. 
I made the first {$50.00} payment and immediately they received the cheque they turned around and told me the amount will go towards the balance of {$830.00} and then they can not offer me the settlement. I therefore feel that they have breeched the agreement they had with me and also taken my money. 
","breeched, settlement, agreement, taken, money"
"XXXX XXXX of Lakefront Processing Solutions called and left a voicemail on my phone saying there 's a claim against me and referenced claim number XXXX. She called from XXXX ( a spoofed fake phone number ). She wants to verify my address to present me with my formal claim at my residence and place of employment. She goes on to say at this point I have an opportunity to call the firm handling this claim to discuss the matter at XXXX. She then ended the call saying I was officially notified. I do have this message saved on my voicemail so I do have proof of this call. 
","claim, call, verify, officially, notified"
"Company called my employer regarding me, and left a message identifying them as a debt collector. 
","call, employer, left, message, debt, collector"
"I received a debt collection letter from IC System, but their phone number was disconnected. I looked them up on their website and called that phone number, which kept disconnecting me every time I called. I do not know what this debt is for and I can not get any information about it, since none of their phone numbers are valid. I suspect this is fraud, but since it refers to XXXX, I am concerned because someone recently hacked into my bank account and tried to run charges through XXXX. I have not charged anything through XXXX and do not have a XXXX account. Someone is using my identity without my permission and now I am getting collection letters. How do I stop this and make sure my credit is n't adversely affected? 
","debt, account, not, mine, fraud"
"My daughters and other family members have been getting repeated recorded calls on their cell phone and home phones. 
Recorded calls say there is a civil matter with my name and SSN attached to it. They do not leave a valid number to call back on. 
When my husband got the XXXX call he was able to get someone on the phone and got a valid number for me to call back on. 
I called that number on XXXX/XXXX/15 about XXXX times and left about XXXX messages for a call back. No one called me back. 
I finally got to speak to a live person on Thursday XXXX/XXXX/15, name is XXXX XXXX or XXXX, threatened that they will be serving me papers for an old credit card debt and also that someone had already called in and claimed to be me so they will be filing fraud charges against the phone number they have on recorded for that supposedly call. They did not want me to speak my side and would not give me the account number that they have and kept putting me on hold so he could speak to his supervisor and the XXXX time he did that he disconnected the call. Advised that I was being recorded and he asked me to confirm my name / last digits of SSN, bdate and age. 
XXXX call came in at XXXX XXXX my time on my phone ( XXXX/XXXX/15 ) My number as well as my daughters / husbands/ mom numbers are registered on the National Do Not Call list. 
","threat, call, fraud, charge, debt"
"A fraud alert was put on my account without my knowledge. I was in fact a victim at XXXX time of XXXX however ; I have requested in writing to all major credit bureaus, Equifax, XXXX, and XXXX XXXX that the fraud alert was preventing me from get instant credit, credit line increases and etc. I requested for the XXXX time XX/XX/XXXX that the fraud alert be removed immediately. I never received any response. I tried to get a credit line increase with XXXX XXXX Department store and was told that I needed to contact Equifax because they had an alert on my credit file until XX/XX/XXXX. After complaining some years ago, it was taken off however but put back on in XX/XX/XXXX. I am asking that this fraud alert be taken off of my credit immediately. 
","fraud, alert, put, without, knowledge"
"XXXX departmentXXXX XXXX XXXX XXXXacct # XXXX date XX/XX/XXXXspoke with bridget in fraud department, prepaid phone number in collection XXXX ( CAXXXX XXXX area code ), post-paid # amt is {$100.00}, confirmed by XXXX w/ prepaid department XXXX XXXX XXXX XXXX that it 's a post paid and not prepaid as there was a balance due. canceled XX/XX/XXXX paid {$660.00} from a checking account via debit card. no confirmation number or posted date of payment. when asked to transfer to supervisor call was dropped after being on hold. no name associated with the phone # /account only my social. 

for over XXXX hours, keep getting disconnected, drop-calls, hang-up, during transfer. prompt for phone number by auto answering service, phone number does n't exist and call get disconnected. not even a verizon representative is able to bypass the auto answering service. 

trying to resolve this negative account off my credit report. equifax could n't get this off my credit file as they ca n't reach anyone at XXXX to successfully investigate the dispute. 

XX/XX/XXXX - Date of Inquiry to my creditCreditor Contact InformationXXXX XXXX XXXX XXXX XXXX XXXX, WA XXXX ( XXXX ) XXXX 
","resolve, negative, account, credit, report"
"I have completed all payments, but it still shows as an open collection on my credit report. 
","complete, payment, open, credit, report"
"Calling for someone that does not live with me and never has. 
","call, someone, not, live, with"
"Do n't ever recall having or doing anything in my life with XXXX banks or credit cards! 
","not, recall, having, credit, card"
"Attended XXXX College Success Program resulting in student loans of about 12k beginning in XXXX. Unable to secure meaningful full time employment, loans were in deferment XXXX balance about 15k with XXXX. This repeated until default after American Student Financial (? ) assumed loans without my knowledge. XXXX ACSI ( Automated Collection Services Inc. ) Contacted me. I immediately arranged payments for {$130.00} a month, {$500.00} down initially, for nine months. They refused to do business other than by phone despite a website and multiple mailing address. They sent screen print copies of my payment and their purchase of my debt for about 25k. They are claiming a new balance over $ 32k despite my payments. Repeated requests for itemized billing has been unsuccessful. Tried to resolve through XXXX, XXXX. Have not received any more return correspondence since XXXX closed case as unsatisfactory status. 
","clam, new, balance, despite, payment"
"THIS IS NOT A DUPLICATE. I submitted a complaint against Focus XXXX and XXXX XXXX. I moved into an apartment at XXXX XXXX XXXX on XXXX/XXXX/XXXX ( I have attached the lease validations from the residence management company ). XXXX submitted a collection to Focus showing the XXXX delinquency date as XXXX which was BEFORE I moved in. 

They have taken a previous resident 's bill and placed it on my credit bureau as a collection. XXXX said I needed to file a police report and file fraud affidavits. This is not fraud ... it is poor accounting and management. 

I filed a complaint against XXXX XXXX and CFPB told me I needed to file against Focus. I have attached my credit report showing the first delinquency of XXXX ... I have attached a letter from the property manager showing I moved in in XXXX. 
","placed, previous, resident, bill, credit, bureau"
"I disputed with all three credit rating agencies and XXXX XXXX, a charge-off/write-off posted by XXXX XXXX on my credit report. I provided proof of payment that brought my account current. I provide evidence of an agreement to pay and online payment receipts directly to XXXX. I also included direct withdrawal receipts from XXXX 's rep XXXX. I was told by XXXX 's agent that as long as I kept my account current and paid the amounts agreed upon, XXXX would not take any further action. It was understood that I was not to use my card until the bill was paid in full at which time I could use the card again. During this time I was able to make payments directly to XXXX Website as well as have automatic withdrawals. I have documentation on XXXX paper showing payment of the amount to bring my account current and invoices showing bills amount owed and amount paid to XXXX XXXX. My account should not be in charge-off or write-off status. My account is still accessible and being paid for on XXXX. In addition I am paying as posted on XXXX 's website. I Had been making the agreed upon payments for over 6 months when they declared the account a charge-off. 
","account, chargeoff, status, amount, paid"
"I disputed with all XXXX credit rating agencies and XXXX XXXX, a charge-off/write-off posted by XXXX XXXX on my credit report. I provided proof of payment that brought my account current. I provide evidence of an agreement to pay and online payment receipts directly to XXXX. I also included direct withdrawal receipts from XXXX rep XXXX. I was told by XXXX agent that as long as I kept my account current and paid the amounts agreed upon, XXXX would not take any further action. It was understood that I was not to use my card until the bill was paid in full at which time I could use the card again. During this time I was able to make payments directly to XXXX XXXX as well as have automatic withdrawals. I have documentation on XXXX paper showing payment of the amount to bring my account current and invoices showing bills amount owed and amount paid to XXXX XXXX. My account should not be in charge-off or write-off status. My account is still accessible and being paid for on XXXX. In addition I am paying as posted on XXXX 's website. I Had been making the agreed upon payments for over 6 months when they declared the account a charge-off. 
","account, chargeoff, status, amount, paid"
"National Commercial Services sent me a letter dated XX/XX/XXXX alleging I owed them approximated {$320.00} and alleged my XXXX. I do not believe my XXXX. I have no evidence to support that and there is court judgment. I responded with a certified letter sent XX/XX/XXXX and received confirmation of receipt on XXXX 
","no, evidence, owed, debt"
"National Commercial Services sent me a letter dated XX/XX/XXXX alleging I owed them approximated {$320.00} and alleged my XXXX XXXX someone. I do not believe my XXXX anyone. I have no evidence to support that and there is court judgment. I responded with a certified letter sent XX/XX/XXXX and received confirmation of receipt on Ja 
","no, evidence, owed, debt"
"My bank account was hijacked, my bank for my protection closed my account and card and send me new one. So my bank check my account and dispute XXXX transactions who was payment of my credit card. I contact my credit to make my regular payment and they told me that my account was closed due to payment issue so I made a payment right away and was told that my account will be reopen in fees days later. But nothing happen I send prove of account compromise letter send by my bank and follow up with credit card company who told me that the letter was never received this letter was send XXXX times and I just received a letter to the credit card companies who told me that I was too late and my account was send to collection. They just try to used they power to get more money on me after be a customer form more than 5 years. 
","compromise, letter, sent, account, not, reoped"
"XXXX Associates called me and stated that I owed a bank I no longer have an account with ; they stated that I would be served a summons. I contacted the creditor and they have no record of an outstanding balance owed to them. I informed this business when they called that according to federal law that they are supposed to mail me a letter withing 5 days and included in that letter they are to state that I have 30 days to dispute which is in accordance of the FDCPA. 

I further told them that they are no longer allowed to call my home, cell or work until I recieve from them the letter. 
","call, account, no, record, outstanding, balance"
"I have requested proof of the debt they claim that originated in 2012 in from a medical visit at XXXX XXXX XXXX. I have advised them I had insurance via XXXX XXXX in which I would have never visited a medical group outside the XXXX XXXX during that period. I would like proof of the medical debt reflecting my signature authorizing services faxed to XXXX in which I have requested several times. 
","medical, visit, insurance, debt, not mine"
"I attended XXXX XXXX XXXX from XXXX. I took out private loans. I have since been repaying them on time. I only had XXXX six month forbearance for the life of the loan and used that in XXXX. I was laid off last XXXX and was collecting unemployment insurance. That ran out at the end of XXXX. I called ACS Education who I make my payments to and requested some sort of hardship forbearance. This was on XXXX XXXX, XXXX and I spoke to XXXX XXXX. This call took place around XXXX central time. I made my request, she put me on hold, then came back and told me that I was granted a two month hardship forbearance. She told me that I did not need to pay my loan for the months of XXXX and XXXX XXXX. I explicitly asked her to confirm and she told me not to pay my loans for those months. They have the call and record and you will be able to retrieve it. She sent me the forbearance request form to sign and I signed it and emailed it back to her. 

In the beginning of XXXX I received a call from the ACS collection department. I told them I had applied for a forbearance and they explained that it was still in the approval department. At no point was I told to make a payment for XXXX or XXXX. 

In late XXXX I logged into my account to see that I had XXXX past due balances. I called to inquire why this was only to find that the forbearance request was denied. I explained the situation the representative, XXXX, said she would research it. She did over a few weeks. In that time, I received a call from XXXX and XXXX, a collection agency who is extremely nasty. In the time they were researching this situation, ACS reported me to a very nasty collection agency who demanded I make payment. I researched this and contacted XXXX, and called XXXX and XXXX. back only to find out they had sent the case back to ACS. XXXX then contacted me a few days later I was told that they went back to the lender who denied the forbearance. 

I then requested to speak to her manager. I told him that this was on ACS for giving me misinformation and that I want them to credit me for the total past due which is {$620.00}, as I can not pay it. He said he 'd look into it. He called me back yesterday denying my request. In XXXX separate calls, admitted this was the fault of the ACS represntative. XXXX of those calls was on XXXX/XXXX/XXXX at XXXX central time. Again, I urge you to pull that call for this investigation. I was basically told this was their fault, but that I have to pay the past due. I was not offered a payment plan or anything. I was simply told that I need to make a payment by the end of the month or it will be reported to a the credit bureaus. 

This is beyond unacceptable. I was TOLD to not pay my loans for XXXX months by a representative of ACS. They are ADMITTING fault, and yet refuse to work with me. They must make reparations and pay for the XXXX past due balances, a total of {$620.00}. 
","payment, forbearance, request, denied"
"Portfolio Recovery calls with different numbers from XXXX XXXX to XXXX XXXX numerous times a day. They do not indicate what the debt is or who they are calling for. I have received no written notification other than repeated calls from them using different phone numbers for at least a year. 
","recovery, call, numerous, times, day"
"I try to look at my credit report online, the system will not let me see my credit report but will let another credit company that i pay to have to see my report, when i go to look at it, the require all this information to send to them like my picture id and socail security number and a copy of my phone bill, they will not let me dispute my information, I have sent them copys of all my information certified mail, still will not let me dispute or look at my credit report, I have to pay another company for them to pull it, give it to them but not me ... Thats crazy, Experian is the only one that iam having a bad time with. 
","unable, access, credit, report, online"
"This collection agency has put a debt on my credit reports. I spoke to them about this and they said they sent a collection notice to an address I have not used in almost 10 years. I have not been able to dispute this debt nor have they sent me any thing to validate this debt. 
","collection, notice, not, send, valid, address"
"I received many calls from a debt collecter to the point where I had to change my phone number. This is a debt that is from 6+ years ago which I do n't have proof that I paid but in fact did pay. They have gone ahead and reported it in my credit reports. I tried calling XXXX last time in an effort to solve this issue and was threatned that if I did not pay they would contact my XXXX and contact my employer ( which they repeatedly called and that 's how we found out it was a false collection agency ). 
","debt, paid, no, proof, many, calls"
"some is using my name and social security number applying for cards in my name. I been receiving phone calls from XXXX and all around different states. 
","receiving, calls, using, name, number"
"I hired a company to deal with Cash Express in XXXX TN but the manager of the store has written me a letter threatening civil action. Their corporate office sends letters like XXXX or XXXX at a time. The company I hired said they have contacted them but they do n't let up. Address : XXXX XXXX XXXX XXXX, XXXX, TN XXXX : ( XXXX ) XXXX This is their corporate headquarters. I am on XXXX and I could no longer afford the outrageous fees they were charging. 
","threat, letter, civil, action"
"I have sent requests to TransUnion to stop falsely reporting derogatory against me stating that I have an unpaid medical bill in the amount of {$76.00}. TransUnion continues to falsely report information from XXXX XXXX XXXX, # XXXX ( XXXX, VA ) ; stating that this debt is allegedly owed to XXXX. I am a XXXX XXXX XXXX Veteran and have 100 % free medical coverage! This debt could possibly be my son ( I do n't know ) ; he has my name, stayed with me for one year, but has long since moved away. However, we have different social security numbers and birth dates, so this problem can be easily resolved. I have zero medical bills, and I have repeatedly communicated this fact to TransUnion unsuccessfully .... please help! 
","free, medical, coverage, false, bill"
